tagName
109
110
設計
學生
創意
教育部
吉祥物
技職教育
梅克獅文創
創意徵件
吉祥物設計
技職推廣活動
學生創意
禮贈品設計
提案商品
參賽條件
提案簡報
產品設計比賽
綜合設計
企劃競賽
學生競賽
創客
永續
獎金競賽
黑客松
參賽團隊
抽出
SDGs
創意構思
分區賽
报名时间
說明会
文學獎
創意寫作
徵文
創作
競賽
政府主辦
寫作
臺灣文學館
數位遊戲腳本
文學數位遊戲
文學藏品
遊戲腳本
故事文本
文學意涵
數位遊戲
創意發想
文學與遊戲
人權、性別、神怪小說
藏品元素
繪畫比賽
平面設計比賽
影片比賽
短片
平面設計
繪畫
高中
大學
影片
115
116
公益
高齡服務計畫
集點子大賽
銀髮族關懷
長者夢想實現
社會刻板印象
創意構想
社會互助
銀髮族獎項
高齡友善環境
心理韌性變化
攝影比賽
攝影
拍攝
網路票選
111
112
抽獎
國內
青少年
廣告
青年影像創作
新北校園廣告
創意影片徵件活動
城市行銷
资格文件
影音履历
YouTube链接
影像工作坊
社群行銷獎
MacBook
全球
劇本
電影
國際
國際比賽
影委會
拍台北
臺北市政府
台北市文化基金會
電影劇本
財團法人
台北電影委員會
獎勵方式
參賽規則
台北市政府
參加者身分
PDF 電子檔
评审使用
社會人士競賽
123
E.Wedding
女神製造營
試用獵人
婚紗體驗
107
繪畫競賽
著色比賽
兒童
漁民節
全國賽
個人資格
創作組
高中職
活動時程
徵件時間
奬金獎狀
簡章下載
注意事項
社會人士
短影音競賽
創意思考
行銷企劃
影片行銷
參賽資格
評審標準
步驟時程
行銷目標
影像故事
目標觀眾
音樂大賽
詞曲創作
音樂
青年
藝術
2024
南島
族語
音樂錄製
MV拍攝
國際評審
知名音樂家
原住民
插畫
設計競賽
健豪盃設計大賽
健豪印刷
優秀作品
台灣設計的軟實力
培育優良創意種子
單位主辦單位
競賽組別
競賽類別
散文
新詩
小說
繪本
新住民
時程
線上報名
紙本郵寄
參賽作品
投稿作品
徵件資格
活動公告
新北市文學獎
青春組
作品字數
國小
資格限制
羅慧夫
大專生
行銷提案
行銷競賽
繪本教案
企劃
其他
大數據
人工智慧
交通數據
創意競賽
智慧科技
交通管理系統
交通運作效率
交通服務價值
社會大眾安全
高速公路
114
125
教師
文藝創作
教師組
學生組
戲劇劇本
短篇小說
詩詞
童話
原創
傳統戲劇
文創作人才
親子閱讀
兒童藝術涵養
國小年級組
國中組
高中（職）組
大專組
參選資格
初審樣書
獎勵
文學
類型小說
懸疑
推理
探案
犯罪
驚悚
謊言之誠
真相與謊言
懸疑推理
小說募集
推理探案
心機謊言
社會普遍存在
保護自己
謊言帶來安慰
主辦iQIYI
獎金
現代詩
兒童文學
客語詩
吳濁流
117
118
AI
科技
創新
創業
生成式AI
百工百業
GenAI
創新創業組
深度輔導
創意創客組
競賽主題
企業挑戰
應用情境
108
國中
塑膠製品
生態危機
減塑生活
友善環境
永續發展
永續消費
環境保護
參與能量
生態議題
維護生態
命名
原住民族文化
創意產業園區
育成和推廣
文創商品
產業發想和交流
文化意涵
原住民族傳播
影視和娛樂
民眾創意发想
青春派對
可爾必思
海報
包裝
學生設計競賽
藝術創作
水語限定包裝
品牌形象
青春感
藍白色系
自然風景
人文風采
病患
院內外
攝影愛好者
互動交流
醫院與社區
評選委員會
比賽簡章
照片
拍照
業餘
專業
手機攝影
徵稿活動
接觸
影響感動
社群平台
主辦單位
報名參加
攝影作品
傑其樂藝術空間
作品採用
展覽
照相
募集
相片書
美好回憶
照片分享
美好瞬間
實體展示
旅行意義
攝影照片
捕捉瞬間
實體展
獎項获取
兒童繪畫
行銷
校園生活紀錄
傳播
夢想
短影音
大學生活
成長
企業題目
aceto燃脂助手
偵測燃脂
塑膠汙染
永續發展目標
減塑生活運動
環保活動
徵件活動
徵件
參展
報名費
台灣
藝術家
當代藝術
徵件結果
展出
簡章
歌唱比賽
唱歌
歌唱
比賽日期
報名截止日
報名方式
伴奏音檔
評分標準
活動獎勵
無線麥克風
聯絡方式
華南
華南銀行
中華攝影
臺灣之美
攝影大賽
台灣花卉
探索美麗
畫面美學
作品規格
收件截止日期
生長環境
微電影
幼稚園
高額獎金
臺北傳統市場節
花博公園
市場名攤
饕客美食
市場評鑑
市場元素
創意製作
簡影音
創作主題
選秀
樂團
海洋音樂祭
獨立音樂大賞
全球華人
創作才華
原創作品
演出型態
表演團員
會前賽
兒童美術獎
社會關懷
兒童創作
多元文化
美好社會
文化多樣性
社會共融
租稅競賽
生動繪畫
統一發票
普及率提升
租稅政策
雲端發票
納稅者權益
稅收用途
稅務教育
政策措施
感動
紀錄
影像
個人
團隊
漫畫
pixiv
徵稿
春日制服祭
春日制服祭2024
製服
日本
制服故事
Amazon 禮品卡
AI生成作品
桃園市
影視拍攝
攝影徵件比賽
桃園協拍中心
地自然風情
中華民國國籍
參賽者
網路線上報名
Google表單
比賽
動漫
開拓極短篇原創大賞
徵選活動
场刊
電子專刊
漫畫組
票選活動
評審
最高首獎
短片競賽
影片競賽
手機短片
神片競賽
手機拍攝
生活影像
美景旅遊
美食品嘗
寵物相處
台灣探索
影片製作
獎項公告
工業
自動化
機器人
智動化跨領域設計
系統設計技術能力
AI智動化設備創作獎
智慧製造領域
觀摩學習
新知技術交流
產學合作
智慧製造人才
提升產業競爭力
大專校院競賽
創業新秀
數位應用
創新能力
產業交流
市場價值
評分項目
技術可行性
新創公司
諮詢及協助
國際粉紅日
霸凌者
聲援
投稿
感恩
故事
生態
所有人都可參加
自然環境
生態多樣
鳥類
臺灣原生
生物多樣性
植物
活動主題
人與自然
海事博物館
彩繪船奇
國小組
海洋環保
館藏船舶
幼兒園組
年級組
天使組
徵件日期
環保
來行繳件禮
母親節
藝術涵養
NFT
數位藝術價值
公益環保工作
互動
獎項
規範
創業競賽
獎
攝影創作獎
新秀
獲獎人選
攝影社群
藝術民主化
創作自述
簡歷
國際視野
家電
家電競賽
加值美學
智慧功能
淨零碳排
白色家電
美學設計
產業升級
產品
LOHAS
整合設計
住空間
樂活永續
通用
通用設計
關懷
家電產業
產品創新
臺灣
循環再利用
企業贊助
學生參賽
徵件主題
台積電
聯合報
青年學生專屬
文學創作
台積電文教基金會
台灣文學代代薪傳
短篇小說獎
散文獎
新詩獎
高中生最愛十大好書
應徵條件
評選規定
大專校院
創新創業
實務競賽
創業團隊
市場可行性
企業合作
學生團隊
劍湖山
世界主題樂園
高鐵雲林前站
照明產業
燈具設計
創新競賽
設計元素
創意美學
傳統照明
台灣燈飾
照明業競爭力
照明設計
智慧生活
特殊色
第五色
RICOH
印刷技術
作品投稿
設計主題
活動規範
競賽獎勵
創新創業競賽
健康促進
社會議題
健康產業
銀髮事業
橘色科技
創業計畫書
競賽活動
頒獎典禮
影像創作
全民影像運動
創意激發
人才發掘
影像創作藝術
競賽資格
中華民國教育部
學校參賽
徵件期間
海洋
海洋保護
兒童參賽
海洋生物
資源永續
自然資源
污染問題
全球暖化
海洋生態
運輸
社會進步
交通管理
優秀人才
生活品質
運輸系統
交通環境
都市交通
人民生活
郵寄
電子信箱
聯絡人
電話
動物園
商品設計
活動企劃
研究
兒童讀物
學童想像
美術創作
兒童文學專輯
臺南400
兒童閱讀寫作教育
說書人
海洋教育
海洋文化
海洋記憶徵件
海洋民族
海洋知識
多元方式
海洋相關素材
海洋數位學習平台
多語言演講比賽
詩畫比賽
更生保護
社會參與
更生人
更生保護會
照片比賽
創意表達
攝影構圖
評審方式
獎金獎項
評選標準
玩具
兒童用品
孕嬰童用品
樂齡玩具
寵物玩具
玩具競賽
創意設計
長者生活
互動遊戲
社會責任
研發能量
競爭力
音樂比賽
聲樂比賽
樂器比賽
夢想家
創意想法
專家評審
影像品質
口腔健康
得獎公布
頒獎日期
教育部國民及學前教育署
小主播
記者
飲食教育
健康飲食
食品安全
學生口語表達能力
飲食文化
食材溯源
食品產製流程
主持播報
初審与決審
119
金車
音樂會
表演
徵選
舞台
金車週末音樂會
文教基金會
音樂技能
舞台經驗
演出日期
噶瑪蘭威士忌酒廠
演出地點
參加費用
申請日期
3D模型
角色設計
虛擬偶像
3D建模
VTuber
虛擬人創作
競賽報名
AI虛擬人
元宇宙
創作設計
大專院校組
高中職組
TDAL模型
元宇宙虛擬網紅
旭日書獎
出版
報導
聯合報副刊
國家圖書館
ISBN
文學新秀
評審委員會
作品徵選
得獎者
書法
中華文化
書法研究
優美文化
心靈改革
決賽方式
決賽日期
激勵學界人才
創新設計與研發
展現自我價值與潛力
企業人才挖掘
開拓市場之人力需求
強化數位韌性
提升數位能力
數位轉型
大專院校
工商時報
財團法人開拓環境保護基金會
企業永續
ESG
紫青商會
搖滾音樂大賽
音樂熱情
原創才華
音樂旅程
熱愛音樂
樂手樂團
網路報名
樂團成員
詞曲創意
遊戲
美術
藝術創作水準
國際文化交流
